,0
156,https://media.blubrry.com/bsas_scoutcast/p/content.blubrry.com/bsas_scoutcast/scoutcast-2019-07_SC_July_LinkedTroopsR.mp3
157,https://media.blubrry.com/bsas_scoutcast/s/content.blubrry.com/bsas_scoutcast/scoutcast-2019-07_SC_July_LinkedTroopsR.mp3
158,https://podcast.scouting.org/category/scoutcast/feed/
159,https://podcast.scouting.org/subscribe-to-podcast/
160,https://podcast.scouting.org/scoutcast/2019/july-2019-linked-troops/
161,https://podcast.scouting.org/scoutcast/2019/june-2019-security/
162,https://podcast.scouting.org/scoutcast/2019/june-2019-security/
163,https://media.blubrry.com/bsas_scoutcast/p/content.blubrry.com/bsas_scoutcast/scoutcast-2019-06_June_Security.mp3
164,https://media.blubrry.com/bsas_scoutcast/s/content.blubrry.com/bsas_scoutcast/scoutcast-2019-06_June_Security.mp3
165,https://podcast.scouting.org/category/scoutcast/feed/
166,https://podcast.scouting.org/subscribe-to-podcast/
167,https://podcast.scouting.org/scoutcast/2019/june-2019-security/
